Capability,Task,BusinessRule,SLA,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\BusinessRule.prop
Physical_Therapy,Maximize_physical_rehabilitation.,"Administer_a_comprehensive_and_appropriate_battery_of_ocular_health_assessment_and_visual_function_tests_to_arrive_at_the_proper_diagnosis,_prognosis,_and_to_establish_an_appropriate_treatment_plan._The_provider_incorporates_the_full_scope_of_skills_and_talents_in_accordance_with_DA_PAM_600-4_(10-4)",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"All_contributing_elements;_patients,_family,_staff_and_other_stakeholders_are_included_in_planning_99%_of_time",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,All_elements_required_for_burn_care_shall_be_available_within_the_MHS_at_the_appropriate_time_and_taxonomy_of_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"All_relevant_factors,_issues_and_capabilities_are_considered_95%_of_the_time_prior_to_closure",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,All_relevant_factors_and_issues_assessed_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"All_workers_assigned_to_an_occupational_health_monitoring_protocol_receive_the_prescribed_examinations,_studies,_labs_etc._in_the_time_frames_specified_by_the_protocol.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Appropriate_care_or_restoration_provided_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Appropriate_care_or_restoration_provided_95%_of_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Appropriate_surgical_care_provided_99%_of_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Assessment_must_include_all_assessment_categories_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Assigned_personnel_are_trained_(including_appropriate_certification)_to_provide_planned_emergency_care,_treatment,_and_services.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Case_File_contains_all_relevant_documentation_and_required_elements_to_allow_proper_processing_and_service_continuation_determination_by_the_PEB_100%_of_cases,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Case_Files_include_all_required_elements,_proper_reviews_by_physicians_and_counseling_of_service_members,_and_are_accepted_95%_of_cases",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Demographic_information_will_be_collected_and_updated_on_both_active_duty,_retirees,_and_their_dependents_who_use_military_health_services.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,DoD_EMS_programs_will_be_provided_central_oversight_for_maintenance_of_standards.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Documentation_must_include_provider,_system_performance,_and_patient_information.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Each_data_element_includes_all_relevant_information,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Each_data_element_includes_all_relevant_information.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Ensure_that_clinical_practice_standards_are_developed_that_ensure_certified_and_licensed_professionals_are_involved_in_the_care_of_the_patient_and_include,_but_not_limited_to,_audiologists,_otologists-otolaryngologists,_hearing_technicians,_and_other_disciplines_such_as_speech_pathologists,_physical_therapists,_and_occupational_therapists.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Full_scope_as_it_impacts_the_continuum_of_care_for_follow-up_and_patient_action,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Incorporates_all_aspects_of_rehabilitation_and_reintegration,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Individual_treatment_plans_will_address_all_aspects_of_the_Soldier?s-patient?s_functional_rehabilitation_goals.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Individual_treatment_plans_will_address_all_aspects_of_the_Soldier?s-patient?s_functional_rehabilitation_goals._The_optometrist_incorporates_the_full_scope_of_skills_and_talents_in_accordance_with_DA_PAM_600-4_(10-4),,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Individualized_treatment_plans_will_address_all_aspects_of_the_Soldier?s-patient?s_functional_rehabilitation_goals.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Intervention_includes_assessing_client_needs,_planning_and_implementing_occupational_therapy_services_and_reassessing_impact",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Intervention_involves_therapeutic_use_of_self,_activities,_and_occupations,_as_well_as_consultation_and_education",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Maintain_appropriate_medical_professional_staffing_based_upon_historical_and_expected_workload,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Maintain_the_capability_to_evaluate_all_categories_of_patients,_make_recommendations_and_provide_access_to_all_therapeutic_radiation_modalities",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Maintain_the_capability_to_evaluate_all_categories_of_patients,_make_recommendations_and_provide_access_to_resuscitative_equipment,_supplies_and_emerging_technologies",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Maintain_the_capability_to_evaluate_all_categories_of_patients,_make_recommendations_and_provide_analysis_of_results_in_the_areas_of_chemistry,_hematology,_microbiology,_pathology,",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Maintain_the_capability_to_evaluate_all_species_of_animals_needs_to_support_military_mission_which_includes_staff_qualification_and_certification,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Maintain_the_capability_to_evaluate_the_unique_testing,_reporting,_and_analytic_needs_to_support_environmental_testing_and_industrial_hygiene_related_to_MHS_mission",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Maintain_the_capability_to_provide_examination_of_and_analysis_from_radiology_testing_to_include_all_modalities_of_care_(plain_films,_CT_Scan,_MRI,_Ultrasound,_PET_scan,_Nuclear_Medicine_Imaging)_for_both_medical_and_dental_needs",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Manage_the_patients?_medication_history._Manage_medication_regimens_for_complex_and_high_risk_inpatients._Manage_medication_therapy_in_collaboration_with_other_health-care_members.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Medication_formulary_to_meet_the_scope_of_practice_at_the_individual_MTF,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Multi-system_examination_and_evaluation,_and_testing_of_physical_limitations._Request_appropriate_imaging_studies,_and_diagnostic_laboratory_studies_to_further_assess_clinical_findings._Implement_a_treatment_plan_directing_acute_interventions_towards_functional_reintegration.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Must_comply_with_requirements_specified_for_each_program,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Occupational_Rehabilitation_practitioners_will_be_licensed_professionals_(including_but_not_limited_to_Occupational_Therapy_practitioners;_Occupational_Medicine_physicians;_Physical_Therapy_practitioners,_Vocational_Rehabilitation_consultants)",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Personnel_mix,_organization,_and_training_allows_patients_to_receive_needed_care_for_their_physical_and_psychological_health_99%_of_the_time",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Pharmacists_and_technicians_adequately_trained_in_sterile_products_preparation,_prescription_dispensing,_controlled_substance_accountability,_and_ordering-maintaining_supplies",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Plan_of_Care_documentation_reflects_review_and_agreement_by_patient_and_PCM.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Plans_and_policies_address_how_organizations_integrate_with_other_organizations_and_support_planned_affected_populations_with_acute_and_routine_care_for_the_planned_Populations_at_Risk.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Relevant_risk_behavior_data_from_periodic_health_assessments_(PHAs)_and_environmental_exposures_identified_by_environmental_risk_evaluations_will_be_available_at_all_levels_within_the_military_health_system,_to_appropriately_and_accurately_plan_and_resource_immunization_programs.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Risk_factors_evaluated_at_100%_of_exams.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Risk_factors_evaluated_at_99%_of_annual_exams,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Risk_factors_evaluated_at_99%_of_exams.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Team_covers_the_spectrum_of_care_from_initial_involvement_to_long-term_healthcare,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"The_plan_is_such_that_it_enhances_quality,_access_and_cost-effective_outcomes_95%_of_the_time",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,A_process_is_in_place_to_ensure_identified_variance(s)_from_the_plan_of_care_are_identified_and_used_to_update_the_plan_accordingly_95%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,All_screening_and_evaluation_and_intervention_will_address_one_or_more_of_the_domains_that_influence_occupational_performance,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Apply_a_broad_range_of_therapeutic_principles_in_both,_individual_and_group_settings,_to_include_environmental_adaptation,_therapeutic_use_of_self,_consultation,_education,_and_occupation_(purposeful_activity)",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,In_100%_of_cases_model_allows_organization_to_change_course_when_needed,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Modify_and_adapt_dynamic_treatment_plans_to_meet_the_needs_of_a_diverse_Soldier-_patient_population.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Plan_of_Care_documentation_shows_action-oriented_goals_with_designated_timeframes_specific_to_patient?s_needs.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Plan_should_be_adaptable_and_modified_to_meet_the_needs_of_a_diverse_Soldier-patient_population_by_providing_rehabilitation_that_is_appropriate_for_the_patient?s_specific_impairment_and,_in_the_case_of_specialized_aural_rehabilitation_equipment,_adjustable_to_work_within_a_number_of_different_listening_environments_the_patient_most_likely_to_be_exposed_to.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Plan_should_be_adaptable_and_modified_to_meet_the_needs_of_a_diverse_Soldier-patient_population_by_providing_rehabilitation_that_is_appropriate_for_the_patient?s_specific_impairment_and,_in_the_case_of_specialized_visual_equipment,_adjustable_to_work_within_a_number_of_different_visual_environments_the_patient_most_likely_to_be_exposed_to.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Procedures_and_plans_must_be_established_to_mange_emergency_inter-_facility_transports_and_diversions.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,Utilization_of_broad_spectrum_of_therapeutic_and_functional_re-_education_strategies_to_address_individual_needs.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Development_of_strategies_to_prevent_and_mitigate_noise-_induced_hearing_loss_should_include_involvement_by_disciplines_such_as_occupational_health,_industrial_hygiene,_environmental_health,_and_safety.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"Development_of_strategies_to_prevent_and_mitigate_ocular_injury_and_vision_loss_this_should_include_involvement_by_disciplines_such_as_occupational_health,_industrial_hygiene,_environmental_health,_and_safety.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"When_appropriate,_provide_additional_diagnostic_tests_that_are_not_a_typical_part_of_basic_audiological_test_battery,_by_an_audiologist_privileged_to_perform_those_tasks,_to_arrive_at_the_proper_diagnosis,_prognosis,_and_to_establish_an_appropriate_treatment_plan.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,Maximize_physical_rehabilitation.,"When_appropriate,_provide_specialized_clinical_services_including_but_not_limited_to_clinical_electrophysiologic_PT,_dry_needling,_joint_injection_and_aspirations,_and_pediatric_PT_by_appropriately_privileged_and_licensed_providers.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Accurately_determined_risks_95%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Analyze_jobs_and_job_tasks_for_underlying_performance_requisites,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Ensure_the_validity_and_reliability_of_screens,_assessments,_and_effectiveness_of_interventions_which_result_in_effective_healthcare_delivery_and_prevention-mitigation_of_illness_and_injury_related_to_hearing_and-or_audio-vestibular_problems.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Ensure_validity_and_reliability_of_screens,_assessments,_and_effectiveness_of_interventions_toward_effective_care_delivery_for_prevention_and_care_of_illness_and_injury",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Ensure_validity_and_reliability_of_screens,_assessments,_and_effectiveness_of_interventions_toward_effective_care_delivery_of_prevention_and_care_of_illness_and_injury",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Hospital_capabilities_as_defined_by_local,_regional_or_state_directives_must_be_published_in_an_inventory_and_available_to_first_responder_personnel.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Programs_are_supported_by_population_status,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Standard_undefined,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Utilize_Functional_Movement_Screening_Tools_to_assess_potential_for_injury.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_alignment_to_capability_gaps_derived_by_JCIDS_process_or_equivalent,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_community_health_education_program_evaluations_should_be_germane_to_the_program_and_amenable_to_change.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_measures_should_provide_data_to_help_determine_whether_aim_of_improvement_action_can_be_achieved,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","100%_of_quality_improvement_initiatives_shall_address_at_least_one_of_the_following:_safeness,_effectiveness,_patient-_centeredness,_timeliness,_efficiency_or_equality_of_care",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_the_data_shall_be_related_to_the_QI_initiative_under_study,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",70%_of_SMs_are_at_least_satisfied_with_the_rebuttal_and-or_impartial_provider_review_process,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",95%_of_changes_will_have_a_desired_improvement_outcome,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",<5%_of_DES_cases_terminated_or_returned_to_the_MTF_by_the_PEB_for_inadequate_description_of_occupational_impact_of_physical_impairment_to_determine_FITNESS_or_UNFITNESS,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Apply_principles_set_forth_in_the_Building_the_Soldier_Athlete_(BSA)_Program_for_physical_training.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Continuing_professional_development_is_relevant_to_the_training_needs_of_the_professional_90%_of_time.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Data_must_be_collected_for_all_EMS_incidents_regardless_of_patient_encounters._This_includes_requests_for_services,_refusals_of_treatment_of_transport,_cancellations_and_stand-bys.",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Ensure_ongoing_data_collection_through_all_applicable_hearing_data_sources_from_both_theatre_and_garrison_operations_and_that_metric_analysis_appropriate_to_analyze_best_clinical_practice_models.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Evaluate_and_carry_out_research_that_is_pertinent_to_our_patient_populations_and_seeks_to_make_substantial_advancements_in_critical_diagnostic_areas,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Evaluate_and_carry_out_research_that_is_pertinent_to_our_patient_populations_and_seeks_to_make_substantial_advancements_in_critical_therapeutic_areas,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Evaluate_and_carry_out_research_that_is_pertinent_to_the_patient_population_and_seeks_to_make_substantial_advancements_in_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Information_and_data_gathered_for_the_assessment_of_the_severely_ill_or_injured_warfighter_and_their_family_member(s)-caregiver(s)_must_be_relevant_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Ongoing_data_collection_and_analysis_from_theater_operations_and_metrics_analysis,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Personnel_planned_to_support_the_healthcare_system_are_trained_to_provide_both_acute_and_routine_care_to_the_affected_population.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Plan_of_Care_documentation_shows_action-oriented_goals_with_designated_timeframes_specific_to_patient?s_needs.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Policies_are_implemented,_consistent_and_current",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Policies_are_implemented,_consistent_and_current_and_assign-prescribe_uniform_guidelines,_procedures_and_standards_for_improvements_to_the_care,_management_and_transition_of_the_severely_ill_or_injured_warfighter",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Policies_assign-prescribe_uniform_guidelines,_procedures_and_standards_for_improvements_to_the_care,_management_and_transition_of_the_severely_ill_or_injured_service_member",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Referral_sources_are_appropriate_to_identified_patient_issues_and_needs._Appropriate_staff_are_available_and_educated_so_as_to_implement_plan.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Referral_sources_are_germane_to_identified_patient_issues_and_needs_90%_of_time,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Select_the_most_effective_method_of_community_mobility_(eg_mass_transit,_individual_driving)",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Selected_measures,_such_as_high_utilizers_of_services_and_medications_and_provider_profiles,_are_reviewed_periodically_to_determine_status",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Teach_goal_setting_to_facilitate_self-empowerment_and_guide_Soldier_toward_reasonable_short_and_long-term_goals_that_reflect_their_interests,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","The_details_of_the_PCE,_the_specifics_of_the_investigation,_and_all_significantly_involved_providers_shall_be_documented_in_CCQAS",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Training_provides_PEBLOs-counselors_from_novice_to_expert_the_requisite_knowledge_to_prepare_a_Medical_Evaluation_Board_(MEB)_package_and_to_appropriately_counsel_each_seriously_ill_or_injured_service_member,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Training_provides_case_managers_from_novice_to_expert_current_realistic_approaches_to_effective_case_management_and_resources_to_ensure_they_possess_the_education_and_skills_required_to_render_appropriate_services_within_the_DoD_based_on_sound_principles_of_practice,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","Training_provides_participants_with_current_policies,_rules,_regulations_and_available_resources",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_adverse_patient_outcomes_or_events_that_suggests_a_PCE_shall_be_reviewed,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance","100%_of_clinical_results_will_be_reported_back_to_the_requesting_clinic_within_the_accepted_time_limit_for_the_level_of_the_test_(e.g._STAT,_urgent,_routine)",,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,100%_of_food_service_facilities_will_be_inspected_according_to_federal_food_safety_guidelines_(FDA_Food_Code).,Supports out of box,16,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_public_health_results_will_be_reported_back_to_the_clinic_or_public_health_office_within_the_accepted_time_limit_for_the_level_of_the_test.,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_tests_requested_will_be_accessioned_within_12-24_hours_of_arrival_Tests_requested_that_are_not_available_at_the_receiving_laboratory_will_be_transferred_to_the_appropriate_laboratory_within_48_hours_Tests_will_be_completed_within_industry_accepted_service_times,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_of_the_results_of_the_analysis_and_plan_for_each_event_shall_be_promptly_reported_through_their_Military_Department_to_the_Armed_Forces_Institute_of_Pathology,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",100%_training_prior_to_use_of_information_systems,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",95%_of_changes_will_have_a_positive_and_desired_improvement_in_a_specified_time_frame,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",95%_of_changes_will_result_in_the_desired_outcome_within_the_predetermined_timeframe,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",95%_of_staff_satisfied_with_working_in_primary_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",95%_of_staff_satisfied_with_working_in_specialty_care,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",A_letter_for_pregnant_civilian_employees_within_5_days_of_notification,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",A_valid_sample_of_data_should_be_collected_and_analyzed_when_organization_determines_it_is_appropriate_to_do_so,,Supports with configuration,48,Procyon 15X,,Procyon,
Physical_Therapy,"Prevent_injury,_impairment,_functional_limitation,_and_disability_and_optimize_human_performance",Actions_meet_requirements_99%_of_the_time,,Supports with configuration,48,Procyon 15X,,Procyon,
